user_id,timestamp,channel,campaign,touchpoint_id,conversion,revenue
user_0157,2025-08-21 16:00:00,Influencer,Spring Promo,tp_130391,0,0.0
user_0351,2025-07-02 06:00:00,Organic,Loyalty Rewards,tp_111243,0,0.0
user_0040,2025-10-11 00:00:00,Organic,Holiday Blast,tp_384175,0,0.0
user_0417,2025-09-16 00:00:00,Video,Spring Promo,tp_560193,0,0.0
user_0146,2025-06-20 01:00:00,Direct,Holiday Blast,tp_498639,0,0.0
user_0303,2025-05-03 01:00:00,Video,Brand Awareness,tp_352239,1,337.06
user_0130,2025-08-14 22:00:00,Organic,Holiday Blast,tp_136632,0,0.0
user_0265,2025-09-26 14:00:00,Direct,Retention Push,tp_772285,0,0.0
user_0268,2025-05-07 19:00:00,Video,Holiday Blast,tp_101707,0,0.0
user_0005,2025-08-25 19:00:00,Social Media,Holiday Blast,tp_101989,0,0.0
user_0437,2025-05-27 18:00:00,Email,Brand Awareness,tp_337296,0,0.0
user_0209,2025-07-17 23:00:00,Email,Loyalty Rewards,tp_255301,0,0.0
user_0445,2025-08-12 03:00:00,Social Media,Holiday Blast,tp_851537,0,0.0
user_0163,2025-06-26 00:00:00,Paid Search,Brand Awareness,tp_413673,0,0.0
user_0228,2025-08-19 03:00:00,Paid Search, Brand Awareness ,tp_134875,0,0.0
user_0272,2025-09-12 17:00:00,Organic, Brand Awareness ,tp_677510,0,0.0
user_0022,2025-10-17 22,Display Ad,Loyalty Rewards,tp_868543,0,0.0
user_0152,2025-10-02 20:00:00,email,Holiday Blast,tp_641866,0,0.0
user_0223,2025-06-16 14:00:00,Influencer,Holiday Blast,tp_763934,0,0.0
user_0233,2025-05-23 23:00:00,email,Retention Push,tp_356391,0,0.0
user_0105,2025-5-16 9,Email,Spring Promo,tp_863589,0,0.0
user_0093,2025-08-21 03:00:00,Social Media,Retention Push,tp_717178,1,149.22
user_0270,2025-5-6 2,Direct,Loyalty Rewards,tp_646360,1,225.22
user_0353,2025-05-22 02:00:00,Affiliate, Brand Awareness ,tp_854023,0,0.0
user_0416,2025-09-02 13:00:00,Referral,Retention Push,tp_522010,1,9.27
user_0142,2025-5-8 6,Influencer,Loyalty Rewards,tp_441502,0,0.0
user_0010,2025-06-25 20:00:00,Affiliate,Spring Promo,tp_901778,0,0.0
user_0032,2025-05-03 06:00:00,Paid Search,Holiday Blast,tp_259880,0,0.0
user_0035,2025-05-08 08:00:00,Organic,Loyalty Rewards,tp_966597,0,0.0
user_0045,2025-09-21 06:00:00,email,Brand Awareness,tp_430986,0,0.0
user_0190,2025-5-26 13,Display Ad,Loyalty Rewards,tp_935094,0,0.0
user_0185,2025-08-07 13:00:00,SOCIAL media,Retention Push,tp_892203,0,0.0
user_0255,2025-10-06 12:00:00,SOCIAL media, Brand Awareness ,tp_998653,0,0.0
user_0388,2025-07-23 18:00:00,Video,Retention Push,tp_349959,0,0.0
user_0408,2025-08-04 14:00:00,Organic,Holiday Blast,tp_616509,0,0.0
user_0144,2025-06-11 17:00:00,Referral,Loyalty Rewards,tp_682867,0,0.0
user_0304,2025-08-27 17:00:00,email, Brand Awareness ,tp_459849,0,0.0
user_0185,2025-07-16 17:00:00,Affiliate,Holiday Blast,tp_378331,1,147.95
user_0457,2025-06-06 20:00:00,Display Ad,Holiday Blast,tp_412864,0,0.0
user_0006,2025-09-08 17:00:00,Email,Retention Push,tp_195827,0,0.0
user_0255,2025-07-10 14:00:00,Social Media,Spring Promo,tp_474717,0,0.0
user_0473,2025-07-23 16:00:00,Affiliate,Retention Push,tp_814042,0,0.0
user_0138,2025-06-04 20:00:00,Influencer,Retention Push,tp_193083,0,0.0
user_0116,2025-05-01 16:00:00,display ad ,Retention Push,tp_796222,0,0.0
user_0114,2025-06-11 20:00:00,Organic,Brand Awareness,tp_165543,0,0.0
user_0257,2025-09-21 17:00:00,SOCIAL media,Spring Promo,tp_852134,0,0.0
user_0065,2025-08-27 04:00:00,Referral,Holiday Blast,tp_391414,0,0.0
user_0033,2025-09-27 16:00:00,Social Media,Retention Push,tp_746586,0,0.0
user_0421,2025-07-30 14:00:00,Email,Retention Push,tp_499891,0,0.0
user_0469,2025-05-13 09:00:00,Paid Search,Holiday Blast,tp_909031,0,0.0
user_0272,2025-10-21 09:00:00,Affiliate,Retention Push,tp_715689,0,0.0
user_0492,2025-10-26 22:00:00,display ad ,Brand Awareness,tp_202348,0,0.0
user_0295,2025-09-15 20:00:00,Display Ad,Spring Promo,tp_748415,0,0.0
user_0370,2025-09-14 20:00:00,display ad , Brand Awareness ,tp_670043,0,0.0
user_0290,2025-07-04 00:00:00,Social Media,Spring Promo,tp_219769,0,0.0
user_0398,2025-07-15 03:00:00,Influencer,Holiday Blast,tp_355177,0,0.0
user_0435,2025-08-01 19:00:00,email,Spring Promo,tp_512079,0,0.0
user_0311,2025-06-05 08:00:00,email,Brand Awareness,tp_562576,0,0.0
user_0432,2025-08-31 03:00:00,SOCIAL media,Retention Push,tp_616004,0,0.0
user_0368,2025-06-04 10:00:00,Referral,Loyalty Rewards,tp_532292,0,0.0
user_0190,2025-08-15 08:00:00,display ad ,Spring Promo,tp_727408,0,0.0
user_0037,2025-10-07 20:00:00,Display Ad, Brand Awareness ,tp_102577,0,0.0
user_0476,2025-10-04 08:00:00,Display Ad,Holiday Blast,tp_817263,0,0.0
user_0409,2025-09-05 00:00:00,Paid Search,Spring Promo,tp_471374,0,0.0
user_0489,2025-07-25 04:00:00,Video,Spring Promo,tp_148371,0,0.0
user_0190,2025-10-27 10:00:00,Video, Brand Awareness ,tp_301043,0,0.0
user_0370,2025-09-15 10:00:00,Influencer,Spring Promo,tp_234544,0,0.0
user_0183,2025-06-20 01:00:00,Referral,Loyalty Rewards,tp_788386,0,0.0
user_0272,2025-06-11 23:00:00,Email,Retention Push,tp_804072,0,0.0
user_0458,2025-08-06 18:00:00,Display Ad,Holiday Blast,tp_343197,0,0.0
user_0073,2025-10-4 19,Influencer, Brand Awareness ,tp_780420,0,0.0
user_0097,2025-08-19 22:00:00,Affiliate,Retention Push,tp_186346,0,0.0
user_0457,2025-09-29 02:00:00,Video,Loyalty Rewards,tp_676039,0,0.0
user_0383,2025-06-18 16:00:00,Direct,Spring Promo,tp_242839,0,0.0
user_0392,2025-10-05 16:00:00,Paid Search,Spring Promo,tp_101676,0,0.0
user_0152,2025-05-14 19:00:00,display ad , Brand Awareness ,tp_428207,0,0.0
user_0097,2025-05-18 11:00:00,Influencer,Retention Push,tp_669840,0,0.0
user_0124,2025-05-12 19:00:00,display ad ,Brand Awareness,tp_114038,0,0.0
user_0456,2025-08-19 20:00:00,Display Ad, Brand Awareness ,tp_899210,0,0.0
user_0033,2025-06-26 11:00:00,Referral,Loyalty Rewards,tp_268982,1,165.09
user_0024,2025-08-10 01:00:00,Direct,Retention Push,tp_935941,0,0.0
user_0159,2025-09-18 09:00:00,Email, Brand Awareness ,tp_996581,0,0.0
user_0330,2025-06-21 22:00:00,display ad ,Retention Push,tp_229242,0,0.0
user_0157,2025-10-19 06:00:00,Display Ad,Spring Promo,tp_441513,0,0.0
user_0124,2025-05-12 13:00:00,Direct,Brand Awareness,tp_950430,0,0.0
user_0144,2025-06-25 16:00:00,Affiliate,Holiday Blast,tp_730951,0,0.0
user_0487,2025-10-08 03:00:00,Organic, Brand Awareness ,tp_758221,0,0.0
user_0280,2025-05-15 04:00:00,Affiliate,Brand Awareness,tp_698645,0,0.0
user_0098,2025-08-26 15:00:00,email,Loyalty Rewards,tp_826708,0,0.0
user_0351,2025-07-24 10:00:00,Influencer,Holiday Blast,tp_719962,0,0.0
user_0095,2025-06-18 23:00:00,Display Ad,Brand Awareness,tp_346404,0,0.0
user_0319,2025-05-09 05:00:00,display ad ,Loyalty Rewards,tp_432110,0,0.0
user_0152,2025-05-20 19:00:00,Paid Search,Loyalty Rewards,tp_112562,0,0.0
user_0097,2025-08-26 08:00:00,Referral, Brand Awareness ,tp_921210,0,0.0
user_0448,2025-08-18 19:00:00,Display Ad,Brand Awareness,tp_137151,0,0.0
user_0436,2025-09-22 04:00:00,Display Ad,Brand Awareness,tp_373005,0,0.0
user_0018,2025-10-22 02:00:00,Organic,Holiday Blast,tp_261166,0,0.0
user_0245,2025-09-29 02:00:00,Referral,Holiday Blast,tp_205305,0,0.0
user_0048,2025-07-11 21:00:00,Referral, Brand Awareness ,tp_532525,0,0.0
user_0161,2025-06-18 17:00:00,SOCIAL media, Brand Awareness ,tp_206617,0,0.0
user_0406,2025-06-18 02:00:00,Affiliate,Loyalty Rewards,tp_542656,1,39.04
user_0355,2025-08-16 15:00:00,Display Ad,Loyalty Rewards,tp_538797,0,0.0
user_0398,2025-10-28 16:00:00,Influencer, Brand Awareness ,tp_420922,0,0.0
user_0222,2025-06-25 17:00:00,Display Ad,Brand Awareness,tp_924444,0,0.0
user_0306,2025-07-29 19:00:00,Organic,Brand Awareness,tp_500185,1,328.2
user_0390,2025-07-15 07:00:00,Display Ad, Brand Awareness ,tp_201063,0,0.0
user_0291,2025-10-23 01:00:00,Paid Search,Holiday Blast,tp_176203,0,0.0
user_0468,2025-09-12 17:00:00,Paid Search,Spring Promo,tp_164823,0,0.0
user_0224,2025-6-16 7,SOCIAL media,Spring Promo,tp_740005,0,0.0
user_0301,2025-05-29 02:00:00,Video,Brand Awareness,tp_156457,0,0.0
user_0356,2025-10-05 02:00:00,Paid Search,Loyalty Rewards,tp_613886,0,0.0
user_0025,2025-10-18 12:00:00,Direct,Holiday Blast,tp_154267,0,0.0
user_0010,2025-07-10 10:00:00,Display Ad,Spring Promo,tp_883699,0,0.0
user_0233,2025-09-25 22:00:00,email, Brand Awareness ,tp_569946,0,0.0
user_0007,2025-08-21 09:00:00,Email,Brand Awareness,tp_811126,0,0.0
user_0381,2025-07-14 20:00:00,Direct,Holiday Blast,tp_139767,0,0.0
user_0491,2025-07-17 00:00:00,Video, Brand Awareness ,tp_916958,0,0.0
user_0144,2025-06-26 22:00:00,Affiliate, Brand Awareness ,tp_185590,0,0.0
user_0460,2025-09-15 06:00:00,Referral,Retention Push,tp_377230,1,27.71
user_0182,2025-09-16 22:00:00,Influencer,Brand Awareness,tp_528999,0,0.0
user_0107,2025-09-16 06:00:00,Video, Brand Awareness ,tp_690274,0,0.0
user_0172,2025-08-10 03:00:00,email, Brand Awareness ,tp_467362,0,0.0
user_0190,2025-5-20 18,email,Brand Awareness,tp_262816,0,0.0
user_0475,2025-07-14 17:00:00,Direct,Holiday Blast,tp_670075,0,0.0
user_0041,2025-08-05 15:00:00,Referral,Retention Push,tp_418784,0,0.0
user_0477,2025-08-12 15:00:00,Affiliate,Retention Push,tp_187499,0,0.0
user_0176,2025-09-01 20:00:00,Referral,Loyalty Rewards,tp_219384,0,0.0
user_0446,2025-06-30 23:00:00,Direct,Retention Push,tp_379524,0,0.0
user_0147,2025-09-03 05:00:00,Direct,Holiday Blast,tp_955956,0,0.0
user_0064,2025-08-22 01:00:00,email,Brand Awareness,tp_134310,0,0.0
user_0462,2025-05-12 02:00:00,display ad , Brand Awareness ,tp_125507,0,0.0
user_0491,2025-05-15 18:00:00,Influencer,Holiday Blast,tp_518471,0,0.0
user_0273,2025-10-02 14:00:00,Social Media,Holiday Blast,tp_503328,0,0.0
user_0100,2025-07-08 20:00:00,Referral,Spring Promo,tp_756626,0,0.0
user_0470,2025-08-03 22:00:00,display ad ,Spring Promo,tp_120677,0,0.0
user_0228,2025-09-17 17:00:00,Paid Search,Loyalty Rewards,tp_126203,0,0.0
user_0451,2025-09-26 13:00:00,Video,Loyalty Rewards,tp_825604,0,0.0
user_0242,2025-06-09 03:00:00,Referral,Loyalty Rewards,tp_280665,0,0.0
user_0027,2025-10-11 02:00:00,Organic,Loyalty Rewards,tp_770883,0,0.0
user_0310,2025-10-08 18:00:00,display ad ,Holiday Blast,tp_920001,0,0.0
user_0243,2025-06-17 05:00:00,email,Brand Awareness,tp_207465,0,0.0
user_0320,2025-05-17 11:00:00,Social Media,Loyalty Rewards,tp_915370,1,14.79
user_0007,2025-05-20 21:00:00,Video, Brand Awareness ,tp_463063,0,0.0
user_0367,2025-07-10 19:00:00,Organic,Retention Push,tp_641200,0,0.0
user_0075,2025-08-29 00:00:00,Display Ad, Brand Awareness ,tp_816997,1,209.83
user_0439,2025-05-16 13:00:00,Paid Search, Brand Awareness ,tp_120381,0,0.0
user_0047,2025-07-16 06:00:00,Direct,Loyalty Rewards,tp_888726,0,0.0
user_0368,2025-09-03 18:00:00,Paid Search,Spring Promo,tp_877782,0,0.0
user_0106,2025-08-16 02:00:00,Affiliate, Brand Awareness ,tp_780877,0,0.0
user_0038,2025-09-12 02:00:00,Organic,Spring Promo,tp_717759,0,0.0
user_0147,2025-08-29 05:00:00,Affiliate, Brand Awareness ,tp_620129,0,0.0
user_0239,2025-09-29 01:00:00,Video,Brand Awareness,tp_975278,0,0.0
user_0189,2025-09-14 22:00:00,display ad ,Loyalty Rewards,tp_753098,0,0.0
user_0277,2025-07-01 04:00:00,Direct,Spring Promo,tp_212218,0,0.0
user_0102,2025-10-22 02:00:00,SOCIAL media, Brand Awareness ,tp_544081,0,0.0
user_0292,2025-05-08 02:00:00,Referral,Spring Promo,tp_303438,0,0.0
user_0166,2025-06-05 06:00:00,Direct,Spring Promo,tp_951006,0,0.0
user_0083,2025-09-05 04:00:00,email,Holiday Blast,tp_668762,0,0.0
user_0106,2025-07-05 04:00:00,Display Ad,Loyalty Rewards,tp_769719,0,0.0
user_0319,2025-10-05 10:00:00,Display Ad,Spring Promo,tp_545450,0,0.0
user_0428,2025-09-11 11:00:00,Social Media,Spring Promo,tp_725499,0,0.0
user_0025,2025-05-23 21:00:00,Video, Brand Awareness ,tp_346022,0,0.0
user_0294,2025-05-09 01:00:00,Direct, Brand Awareness ,tp_598643,0,0.0
user_0172,2025-08-11 08:00:00,Direct, Brand Awareness ,tp_304245,0,0.0
user_0036,2025-06-01 03:00:00,email,Holiday Blast,tp_413495,0,0.0
user_0082,2025-09-12 02:00:00,Influencer,Spring Promo,tp_260821,0,0.0
user_0495,2025-07-24 00:00:00,Influencer,Holiday Blast,tp_516705,0,0.0
user_0236,2025-06-03 13:00:00,Influencer,Retention Push,tp_885259,0,0.0
user_0214,2025-08-07 00:00:00,Email,Retention Push,tp_533651,0,0.0
user_0401,2025-05-10 15:00:00,Paid Search,Spring Promo,tp_654409,0,0.0
user_0218,2025-07-16 22:00:00,Affiliate,Loyalty Rewards,tp_412964,0,0.0
user_0149,2025-06-07 01:00:00,Referral, Brand Awareness ,tp_974973,0,0.0
user_0230,2025-09-11 05:00:00,Paid Search,Holiday Blast,tp_737354,0,0.0
user_0151,2025-10-27 17:00:00,SOCIAL media,Loyalty Rewards,tp_154533,0,0.0
user_0403,2025-09-17 12:00:00,Affiliate,Retention Push,tp_293657,0,0.0
user_0222,2025-09-26 04:00:00,Organic, Brand Awareness ,tp_281302,0,0.0
user_0237,2025-09-15 07:00:00,Affiliate,Retention Push,tp_656661,0,0.0
user_0490,2025-06-07 21:00:00,display ad ,Brand Awareness,tp_733869,0,0.0
user_0145,2025-06-21 01:00:00,SOCIAL media,Spring Promo,tp_418470,0,0.0
user_0321,2025-06-21 17:00:00,display ad ,Loyalty Rewards,tp_153807,0,0.0
user_0178,2025-05-09 11:00:00,Direct, Brand Awareness ,tp_757470,0,0.0
user_0072,2025-10-11 02:00:00,email,Brand Awareness,tp_825747,0,0.0
user_0082,2025-05-01 17:00:00,display ad ,Brand Awareness,tp_679128,0,0.0
user_0116,2025-05-08 22:00:00,SOCIAL media,Retention Push,tp_447063,0,0.0
user_0345,2025-09-30 02:00:00,Organic,Spring Promo,tp_369573,0,0.0
user_0451,2025-08-04 08:00:00,display ad ,Brand Awareness,tp_969231,0,0.0
user_0402,2025-07-14 22:00:00,Direct,Holiday Blast,tp_550391,0,0.0
user_0462,2025-08-25 09:00:00,Referral, Brand Awareness ,tp_733595,1,49.94
user_0195,2025-10-19 22:00:00,Video,Loyalty Rewards,tp_670589,0,0.0
user_0284,2025-10-12 20:00:00,Influencer, Brand Awareness ,tp_380173,0,0.0
user_0134,2025-10-10 17:00:00,Affiliate,Spring Promo,tp_376962,0,0.0
user_0491,2025-06-16 06:00:00,Referral,Retention Push,tp_575238,0,0.0
user_0392,2025-06-18 22:00:00,Organic, Brand Awareness ,tp_579584,0,0.0
user_0370,2025-07-10 03:00:00,Social Media,Loyalty Rewards,tp_519341,0,0.0
user_0442,2025-05-28 15:00:00,SOCIAL media, Brand Awareness ,tp_579834,0,0.0
user_0189,2025-09-09 19:00:00,Referral,Holiday Blast,tp_463567,0,0.0
user_0041,2025-07-21 16:00:00,Organic,Brand Awareness,tp_447103,0,0.0
user_0086,2025-06-09 17:00:00,Email,Brand Awareness,tp_421214,0,0.0
user_0292,2025-07-19 01:00:00,Direct,Holiday Blast,tp_144268,0,0.0
user_0324,2025-08-29 11:00:00,Social Media,Brand Awareness,tp_808449,0,0.0
user_0271,2025-09-12 19:00:00,Video,Loyalty Rewards,tp_571691,1,307.76
user_0465,2025-08-27 14:00:00,Email,Retention Push,tp_487691,0,0.0
user_0281,2025-05-26 00:00:00,Video,Brand Awareness,tp_382103,0,0.0
user_0242,2025-07-06 18:00:00,Display Ad,Retention Push,tp_618636,0,0.0
user_0369,2025-10-10 21:00:00,SOCIAL media,Spring Promo,tp_812088,1,55.89
user_0374,2025-10-15 02:00:00,Display Ad, Brand Awareness ,tp_663873,1,331.37
user_0021,2025-05-14 22:00:00,Affiliate,Spring Promo,tp_950961,0,0.0
user_0129,2025-08-05 15:00:00,Affiliate, Brand Awareness ,tp_957446,0,0.0
user_0205,2025-07-13 15:00:00,Display Ad, Brand Awareness ,tp_168005,0,0.0
user_0074,2025-06-01 09:00:00,Organic,Retention Push,tp_782581,0,0.0
user_0349,2025-08-09 05:00:00,Organic,Loyalty Rewards,tp_743568,0,0.0
user_0216,2025-10-16 14:00:00,Influencer, Brand Awareness ,tp_356764,0,0.0
user_0344,2025-05-19 08:00:00,Referral,Retention Push,tp_894774,0,0.0
user_0210,2025-05-27 07:00:00,Paid Search,Loyalty Rewards,tp_131383,1,119.08
user_0256,2025-05-31 18:00:00,Influencer,Loyalty Rewards,tp_928278,0,0.0
,2025-05-25 22:00:00,Influencer,Loyalty Rewards,tp_636306,0,0.0
user_0465,2025-07-24 06:00:00,Referral,Loyalty Rewards,tp_133300,0,0.0
user_0075,2025-07-17 07:00:00,Email,Retention Push,tp_894506,1,15.09
user_0255,2025-08-07 01:00:00,email,Brand Awareness,tp_192699,0,0.0
user_0239,2025-09-15 21:00:00,Email,Retention Push,tp_902873,0,0.0
user_0381,2025-08-13 07:00:00,Influencer,Loyalty Rewards,tp_408691,0,0.0
user_0378,2025-10-16 05:00:00,Direct,Retention Push,tp_253119,0,0.0
user_0108,2025-07-24 20:00:00,email,Spring Promo,tp_754649,0,0.0
user_0434,2025-07-24 05:00:00,display ad ,Brand Awareness,tp_985022,0,0.0
user_0142,2025-09-01 06:00:00,Email,Loyalty Rewards,tp_557634,0,0.0
user_0170,2025-06-30 17:00:00,Organic,Retention Push,tp_798513,0,0.0
user_0043,2025-07-19 00:00:00,display ad ,Holiday Blast,tp_606255,0,0.0
user_0093,2025-06-09 08:00:00,Direct, Brand Awareness ,tp_220012,0,0.0
user_0083,2025-10-06 15:00:00,SOCIAL media,Retention Push,tp_763983,0,0.0
user_0140,2025-07-16 09:00:00,SOCIAL media, Brand Awareness ,tp_753498,0,0.0
user_0024,2025-05-27 04:00:00,Video,Spring Promo,tp_105456,0,0.0
user_0204,2025-05-30 05:00:00,Referral, Brand Awareness ,tp_291386,0,0.0
user_0453,2025-10-23 17,Influencer, Brand Awareness ,tp_963158,0,0.0
user_0322,2025-06-19 14:00:00,Social Media,Retention Push,tp_844633,0,0.0
user_0141,2025-07-08 09:00:00,email,Retention Push,tp_579098,0,0.0
,2025-7-21 19,Video,Retention Push,tp_320336,0,0.0
user_0499,2025-08-15 22:00:00,Social Media,Retention Push,tp_180413,0,0.0
user_0346,2025-08-09 20:00:00,Paid Search, Brand Awareness ,tp_387592,0,0.0
user_0445,2025-07-28 18:00:00,Organic,Loyalty Rewards,tp_530957,0,0.0
user_0386,2025-09-27 06:00:00,SOCIAL media,Retention Push,tp_619144,0,0.0
user_0114,2025-05-18 11:00:00,Affiliate,Retention Push,tp_872741,0,0.0
user_0487,2025-06-01 00:00:00,Paid Search,Retention Push,tp_519602,0,0.0
user_0176,2025-05-29 17:00:00,Influencer, Brand Awareness ,tp_964304,0,0.0
user_0071,2025-05-25 21:00:00,display ad ,Spring Promo,tp_404689,0,0.0
user_0125,2025-07-13 23:00:00,Video,Holiday Blast,tp_950292,0,0.0
user_0416,2025-06-21 10:00:00,Paid Search, Brand Awareness ,tp_942125,0,0.0
user_0493,2025-06-19 04:00:00,Influencer,Brand Awareness,tp_902022,0,0.0
user_0092,2025-09-03 22:00:00,display ad ,Brand Awareness,tp_474149,0,0.0
user_0398,2025-10-16 18:00:00,Affiliate,Holiday Blast,tp_547784,0,0.0
user_0407,2025-09-03 05:00:00,Email,Loyalty Rewards,tp_933568,0,0.0
user_0412,2025-10-12 13:00:00,Video,Holiday Blast,tp_388548,0,0.0
user_0266,2025-05-04 08:00:00,Organic,Holiday Blast,tp_832045,0,0.0
user_0046,2025-10-01 17:00:00,Organic, Brand Awareness ,tp_757245,0,0.0
user_0183,2025-06-16 02:00:00,Video,Loyalty Rewards,tp_412888,0,0.0
user_0418,2025-08-01 15:00:00,Video,Retention Push,tp_698496,0,0.0
user_0195,2025-05-31 04:00:00,Organic,Holiday Blast,tp_557742,0,0.0
user_0001,2025-07-01 00:00:00,display ad ,Spring Promo,tp_255090,0,0.0
user_0162,2025-06-03 02:00:00,Affiliate,Retention Push,tp_422629,0,0.0
user_0335,2025-05-26 04:00:00,Affiliate,Loyalty Rewards,tp_670019,0,0.0
user_0127,2025-07-28 17:00:00,Influencer,Spring Promo,tp_818831,0,0.0
user_0170,2025-07-09 13:00:00,Influencer,Loyalty Rewards,tp_679250,1,72.63
user_0137,2025-07-24 04:00:00,email, Brand Awareness ,tp_277138,0,0.0
user_0209,2025-05-27 17:00:00,Direct,Holiday Blast,tp_421398,0,0.0
user_0037,2025-10-23 16:00:00,Social Media,Loyalty Rewards,tp_498490,0,0.0
user_0423,2025-05-01 00:00:00,Referral,Retention Push,tp_799115,0,0.0
user_0035,2025-07-17 02:00:00,Affiliate,Retention Push,tp_496452,0,0.0
user_0286,2025-06-03 18:00:00,Display Ad,Holiday Blast,tp_223443,0,0.0
user_0457,2025-06-07 09:00:00,Social Media,Holiday Blast,tp_417499,1,180.78
user_0450,2025-05-31 18:00:00,Influencer,Spring Promo,tp_448905,0,0.0
user_0335,2025-08-17 19:00:00,Influencer,Spring Promo,tp_268225,0,0.0
user_0292,2025-07-10 08:00:00,Social Media, Brand Awareness ,tp_376472,0,0.0
user_0056,2025-09-17 13:00:00,email,Spring Promo,tp_219894,0,0.0
user_0034,2025-06-16 00:00:00,Affiliate,Holiday Blast,tp_822473,0,0.0
user_0130,2025-08-10 06:00:00,Influencer,Holiday Blast,tp_735126,0,0.0
user_0168,2025-09-13 12:00:00,display ad ,Spring Promo,tp_398320,0,0.0
user_0473,2025-06-14 17:00:00,Affiliate,Loyalty Rewards,tp_799294,0,0.0
user_0185,2025-06-05 20:00:00,Organic,Loyalty Rewards,tp_625530,0,0.0
user_0266,2025-08-14 05:00:00,Referral,Brand Awareness,tp_670194,1,133.9
user_0346,2025-10-08 08:00:00,Email,Spring Promo,tp_269606,0,0.0
user_0034,2025-06-17 23:00:00,Email, Brand Awareness ,tp_134270,0,0.0
user_0303,2025-07-31 04:00:00,email,Loyalty Rewards,tp_287038,0,0.0
user_0138,2025-09-16 13:00:00,Paid Search, Brand Awareness ,tp_398698,0,0.0
user_0190,2025-09-29 10:00:00,SOCIAL media,Spring Promo,tp_415931,0,0.0
user_0327,2025-09-25 14:00:00,Display Ad,Spring Promo,tp_452862,0,0.0
user_0048,2025-07-01 08:00:00,Paid Search,Brand Awareness,tp_873283,0,0.0
user_0112,2025-08-03 10:00:00,Social Media,Holiday Blast,tp_316014,0,0.0
user_0329,2025-05-17 13:00:00,display ad , Brand Awareness ,tp_669498,0,0.0
user_0158,2025-07-22 05:00:00,Referral,Loyalty Rewards,tp_203408,0,0.0
user_0134,2025-09-24 17:00:00,Referral,Holiday Blast,tp_150548,0,0.0
user_0108,2025-08-15 08:00:00,Social Media, Brand Awareness ,tp_589421,0,0.0
user_0445,2025-07-04 13:00:00,Email, Brand Awareness ,tp_295274,0,0.0
user_0299,2025-09-09 06:00:00,SOCIAL media,Brand Awareness,tp_318070,0,0.0
user_0355,2025-07-22 19:00:00,Social Media, Brand Awareness ,tp_993163,0,0.0
user_0153,2025-06-23 03:00:00,Organic, Brand Awareness ,tp_700875,0,0.0
user_0449,2025-10-09 18:00:00,Email,Spring Promo,tp_308813,0,0.0
user_0141,2025-06-24 11:00:00,display ad ,Brand Awareness,tp_489744,0,0.0
user_0116,2025-07-25 10:00:00,Affiliate,Holiday Blast,tp_213564,0,0.0
user_0120,2025-05-12 10:00:00,Direct,Holiday Blast,tp_183733,0,0.0
user_0069,2025-10-20 06:00:00,Display Ad,Brand Awareness,tp_128181,0,0.0
user_0125,2025-05-31 15:00:00,Display Ad,Loyalty Rewards,tp_707872,0,0.0
user_0257,2025-06-23 01:00:00,Organic,Retention Push,tp_949602,0,0.0
